ANO,PAIS,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
2010,CHILE,MULTILINGÜE,COMUNICACIONES MONICACO LIMITADA - SANGRIA EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,CUARTO PROPIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,CHILE,MULTILINGÜE,CUARTO PROPIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,EDITORIAL CUNETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,CHILE,MULTILINGÜE,"FUENTEALBA MILLAGUIR, RUTH MARIELA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,CHILE,MULTILINGÜE,"GHIGLIOTTO GHIGLIOTTO, GALO GERALDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,CHILE,MULTILINGÜE,"HUENUAN ESCALONA, JUAN EUGENIO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,LA TRASTIENDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,"LARA ACUNA, MARCIA ALEJANDRA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,LIRIAMANDA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,CHILE,MULTILINGÜE,LOM EDICIONES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,"MASSENLLI MANSILLA, HERNAN ANTONIO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,PEHUEN EDITORES S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,CHILE,MULTILINGÜE,"PIZARRO GONZALEZ, MANUEL ALEJANDRO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,ALEMÁN,EDITORIAL UNION LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,COLOMBIA,ESPAÑOL,3J EDITORES S.A,800 - LITERATURA Y RETÓRICA: GENERAL,13.0
2010,COLOMBIA,ESPAÑOL,ASOCIACION RED COLOMBIANA PARA LA TRANSFORMACION DE LA FORMACION DOCENTE EN LENGUAJE,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,EDICIONES B,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,EDITORIAL CLASICO DIGITAL- JORGE GUDINO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,EDITORIAL UNIVERSIDAD DE CALDAS,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,COLOMBIA,ESPAÑOL,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,96.0
2010,COLOMBIA,ESPAÑOL,EDUCACTIVA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,9.0
2010,COLOMBIA,ESPAÑOL,EDUCACTIVA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
2010,COLOMBIA,ESPAÑOL,EDUCACTIVA,890 - LITERATURAS DE OTRAS LENGUAS,10.0
2010,COLOMBIA,ESPAÑOL,FUNDACION ELEGIR,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,FUNDACION GILBERTO ALZATE AVENDANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,COLOMBIA,ESPAÑOL,FUNDACION LITERARIA COMUN PRESENCIA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2010,COLOMBIA,ESPAÑOL,FUNDACION UNIVERSIDAD CENTRAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,COLOMBIA,ESPAÑOL,GRAFAM S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2010,COLOMBIA,ESPAÑOL,GRUPO EDITORIAL THORRE FUERTE,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,COLOMBIA,ESPAÑOL,GRUPO EDITORIAL THORRE FUERTE,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,29.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,4.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,ESPAÑOL,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2010,COLOMBIA,ESPAÑOL,MINISTERIO DE CULTURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,56.0
2010,COLOMBIA,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,COLOMBIA,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,34.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,9.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2010,COLOMBIA,ESPAÑOL,PENGUIN RANDOM HOUSE,890 - LITERATURAS DE OTRAS LENGUAS,5.0
2010,COLOMBIA,ESPAÑOL,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2010,COLOMBIA,ESPAÑOL,RICHMOND PUBLISHING,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2010,COLOMBIA,ESPAÑOL,"SANCHEZ, WILLIAN",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,TALLER DE EDICION-ROCCA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2010,COLOMBIA,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
2010,COLOMBIA,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,COLOMBIA,ESPAÑOL,UNIVERSIDAD EAFIT,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,INGLÉS,CONTINENTE EDITORES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,COLOMBIA,INGLÉS,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,COLOMBIA,INGLÉS,EDITORIAL UNION LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,INGLÉS,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,ITALIANO,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,BABEL LIBROS S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,EDITORIAL EDUCATIVA KINGKOLOR S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,EDITORIAL UNION LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,"MURILLO FERNANDEZ, MARY EDITH",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,MULTILINGÜE,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,COLOMBIA,MULTILINGÜE,PENGUIN RANDOM HOUSE,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,COLOMBIA,MULTILINGÜE,"TORO PARDO, ANDREA JOHANNA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COLOMBIA,MULTILINGÜE,UNIVERSIDAD PONTIFICIA BOLIVARIANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,COLOMBIA,RUSO,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,COSTA RICA,ESPAÑOL,"ARAYA CHACON, PATRICIA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COSTA RICA,ESPAÑOL,EDITORIAL DE LA UNIVERSIDAD DE COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
2010,COSTA RICA,ESPAÑOL,LIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2010,COSTA RICA,ESPAÑOL,MONTEMIRA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,COSTA RICA,ESPAÑOL,MONTEMIRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,COSTA RICA,ESPAÑOL,WOMEN'S WELL-BEING & DEVELOPMENT FOUNDATION,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
2010,COSTA RICA,MULTILINGÜE,PRODUCCIONES DEL RIO NEVADO S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,CUBA,ESPAÑOL,EDICIONES ALARCOS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,ECUADOR,ALEMÁN,"PILATAXI GARCIA, LILY NORMANDIA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,ECUADOR,ESPAÑOL,"BRIONES LAYANA, MARIA PAULINA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,ECUADOR,ESPAÑOL,CODIGOS DE VIDA - ZOEGRAF PRODUCCIONES CIA. LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2010,ECUADOR,ESPAÑOL,CORPORACION EUGENIO ESPEJO POR EL LIBRO Y LA CULTURA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2010,ECUADOR,ESPAÑOL,FUNDACION OTONGA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,ECUADOR,ESPAÑOL,"GALVEZ STECCANELLA, JAVIER ITALO ANTONIO EDUARDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,ECUADOR,ESPAÑOL,"GALVEZ STECCANELLA, JAVIER ITALO ANTONIO EDUARDO","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2010,ECUADOR,ESPAÑOL,"MENDEZ ROMERO, ALEX PATRICIO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,ECUADOR,ESPAÑOL,PARADISO EDITORES,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,ECUADOR,ESPAÑOL,TARJEAL CIA. LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,12.0
2010,ECUADOR,INGLÉS,CORPORACION EDITORIAL EL CONEJO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,ECUADOR,INGLÉS,"PILATAXI GARCIA, LILY NORMANDIA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,ECUADOR,QUECHUA,CORPORACION EDITORIAL EL CONEJO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,ECUADOR,QUECHUA,FUNDACION OTONGA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,EL SALVADOR,MULTILINGÜE,"CRUCHAGA, ANDRE",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,EL SALVADOR,MULTILINGÜE,"ESCUELA DE JOVENES TALENTOS EN LETRAS, UNIVERSIDAD DR. JOSE MATIAS DELGADO",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,EL SALVADOR,MULTILINGÜE,"ESCUELA DE JOVENES TALENTOS EN LETRAS, UNIVERSIDAD DR. JOSE MATIAS DELGADO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,GUATEMALA,ESPAÑOL,ASOCIACION DE AMIGOS DEL MUSEO IXCHEL,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2010,GUATEMALA,ESPAÑOL,EDITORIAL SAQIL TZIJ,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2010,GUATEMALA,ESPAÑOL,"GARE DE CREACION, S.A. (PS)",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,GUATEMALA,ESPAÑOL,MAGNA TERRA EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,GUATEMALA,ESPAÑOL,"MANSYLLA VASQUEZ DE HENRY, CELESTE ASCENCION",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,GUATEMALA,MULTILINGÜE,ASOCIACION DE AMIGOS DEL MUSEO IXCHEL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,GUATEMALA,MULTILINGÜE,EDITORIAL MAYA' WUJ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,GUATEMALA,MULTILINGÜE,EDITORIAL SAQIL TZIJ,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,HONDURAS,ESPAÑOL,"DEL ARCA, MARCO TULIO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,ADVANCED MARKETING,800 - LITERATURA Y RETÓRICA: GENERAL,114.0
2010,MÉXICO,ESPAÑOL,ARLEQUIN EDITORIAL Y SERVICIOS,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,ARLEQUIN EDITORIAL Y SERVICIOS,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,MÉXICO,ESPAÑOL,ASCENCIO GOMEZ ESTEBAN,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,ASOCIACION MEXICANA DE PROMOCION Y CULTURA SOCIAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,AZAFRAN Y CINABRIO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2010,MÉXICO,ESPAÑOL,AZAFRAN Y CINABRIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,"BOBADILLA ACEVEDO, JOSE LUIS",820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,"BOBADILLA ACEVEDO, JOSE LUIS",890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,MÉXICO,ESPAÑOL,BONOBOS EDITORES,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,MÉXICO,ESPAÑOL,CALLIS NINOS,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,CASA ALDO MANUZIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2010,MÉXICO,ESPAÑOL,CASA ALDO MANUZIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,CASA DE ESTUDIOS DE LITERATURA Y TALLERES ARTISTICOS AMAQUEMECAN,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2010,MÉXICO,ESPAÑOL,"CERECEDO MARQUEZ, JULIO CESAR",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,"CHABAUD MAGNUS, JAIME EDUARDO",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2010,MÉXICO,ESPAÑOL,CL EDITORIAL PRAXIS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,COLOFON,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,800 - LITERATURA Y RETÓRICA: GENERAL,17.0
2010,MÉXICO,ESPAÑOL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2010,MÉXICO,ESPAÑOL,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2010,MÉXICO,ESPAÑOL,DISTRIPAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,16.0
2010,MÉXICO,ESPAÑOL,EDICIONES EL TUCAN DE VIRGINIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2010,MÉXICO,ESPAÑOL,EDICIONES ERA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDICIONES ERA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2010,MÉXICO,ESPAÑOL,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,43.0
2010,MÉXICO,ESPAÑOL,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDITORA Y DISTRIBUIDORA AZTECA,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2010,MÉXICO,ESPAÑOL,EDITORA Y DISTRIBUIDORA AZTECA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2010,MÉXICO,ESPAÑOL,EDITORES MEXICANOS UNIDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,EDITORES MEXICANOS UNIDOS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
2010,MÉXICO,ESPAÑOL,EDITORIAL ALMADIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL ALMADIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL ALMADIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2010,MÉXICO,ESPAÑOL,EDITORIAL ALMADIA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL EL MANUAL MODERNO,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2010,MÉXICO,ESPAÑOL,EDITORIAL FONTAMARA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL FONTAMARA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,4.0
2010,MÉXICO,ESPAÑOL,EDITORIAL FONTAMARA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2010,MÉXICO,ESPAÑOL,EDITORIAL HIPERLIBRO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL LUMEN,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2010,MÉXICO,ESPAÑOL,EDITORIAL ME CAYO EL VEINTE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,10.0
2010,MÉXICO,ESPAÑOL,EDITORIAL OCEANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL OCEANO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
2010,MÉXICO,ESPAÑOL,EDITORIAL OCEANO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2010,MÉXICO,ESPAÑOL,EDITORIAL OCEANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,15.0
2010,MÉXICO,ESPAÑOL,EDITORIAL SEXTO PISO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL SEXTO PISO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL VERDEHALAGO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL VERDEHALAGO,840 - LITERATURA DE LAS LENGUAS ROMANCES,7.0
2010,MÉXICO,ESPAÑOL,EDITORIAL VERDEHALAGO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,EDITORIAL VERDEHALAGO,890 - LITERATURAS DE OTRAS LENGUAS,5.0
2010,MÉXICO,ESPAÑOL,EDUCACION Y CULTURA ASESORIA Y PROMOCION,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,EDUCACION Y CULTURA ASESORIA Y PROMOCION,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,FACTORIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,FACTORIA EDICIONES,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,FINEO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,10.0
2010,MÉXICO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,FONDO DE CULTURA ECONOMICA MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,7.0
2010,MÉXICO,ESPAÑOL,GOBIERNO DEL ESTADO DE PUEBLA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,"GREGORIO REGINO,JUAN",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,GRUPO BESTWAY,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL AUROCH,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL MIGUEL ANGEL PORRUA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL PATRIA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL PATRIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL TOMO,800 - LITERATURA Y RETÓRICA: GENERAL,38.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL TOMO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2010,MÉXICO,ESPAÑOL,GRUPO EDITORIAL TOMO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,14.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,4.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",4.0
2010,MÉXICO,ESPAÑOL,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2010,MÉXICO,ESPAÑOL,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,14.0
2010,MÉXICO,ESPAÑOL,INSTITUTO LITERARIO DE VERACRUZ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2010,MÉXICO,ESPAÑOL,INSTITUTO VERACRUZANO DE LA CULTURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2010,MÉXICO,ESPAÑOL,INTERNATIONAL BECAN,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2010,MÉXICO,ESPAÑOL,IURE EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
2010,MÉXICO,ESPAÑOL,IURE EDITORES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
