ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2017,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,PIGGY PRESS,2.0
2017,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,"ROMEO, EMILY",1.0
2017,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BATISTA DE VICENTE, EDUARDO ALBERTO",2.0
2017,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"EDICIONES PELO MALO, CARTONERA",1.0
2017,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIGGY PRESS,2.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,ASOCIACION PERUANO JAPONESA,2.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CENTRO DE ESTUDIOS REGIONALES ANDINOS BARTOLOME DE LAS CASAS,1.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LEXICOM,1.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES P&L S.A.C.,6.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA VUK S.A.C.,5.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,9.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,1.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,ENTIDAD PRIVADA NO EDITORIAL,6.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,"GARVICH CLAUX, MIJAIL",1.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL PEISA S.A.C.,2.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,3.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,1.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,3.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,LLUVIA EDITORES S.R.L.,2.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,NAVARRETE S.R.L.,6.0
2017,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,OCEANO PERUANA S.A.,1.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ACADEMIA PERUANA DE LA LENGUA,1.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CATEDRA VALLEJO E.I.R.L.,1.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES LEXICOM,3.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDUCACTIVA,4.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,2.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO SANTILLANA,2.0
2017,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PENGUIN RANDOM HOUSE,13.0
2017,PERÚ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDUCACTIVA,2.0
2017,PERÚ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO SANTILLANA,1.0
2017,PERÚ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PENGUIN RANDOM HOUSE,1.0
2017,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,ALETHEYA E.I.R.L.,1.0
2017,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,2.0
2017,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO TEXTOS S.A.C.,2.0
2017,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,PENGUIN RANDOM HOUSE,1.0
2017,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDUCACTIVA,4.0
2017,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",GRUPO PLANETA,2.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASCAHUESOS EDITORES S.A.C.,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DEL HIPOCAMPO S.A.C.,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL COMERCIAL,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL SAN MARCOS,2.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACTIVA,3.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,2.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LLUVIA EDITORES S.R.L.,2.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PARACAIDAS SOLUCIONES EDITORIALES S.A.C.,1.0
2017,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PESOPLUMA S.A.C.,1.0
2017,PERÚ,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDUCACTIVA,1.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,EDUCACTIVA,10.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,1.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,5.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,LLUVIA EDITORES S.R.L.,2.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,OCEANO PERUANA S.A.,7.0
2017,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,PENGUIN RANDOM HOUSE,15.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES DE A POCO,4.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA NACIONAL,1.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"EVE RAMIREZ, ELSA MARGARITA",2.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SANTILLANA,4.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"HEINSEN GUERRA, MARGARITA",4.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"MARTINEZ DE MACARRULLA, LIDIA MARIA",2.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"RIVERA, ROSANNA",1.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,SOKA GAKKAI INTERNACIONAL DE LA REPUBLICA DOMINICANA,1.0
2017,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"VINAS PAULINO, JAIME",2.0
2017,REPÚBLICA DOMINICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NACIONAL,1.0
2017,REPÚBLICA DOMINICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"SIMO, ERIC",1.0
2017,REPÚBLICA DOMINICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"VINAS PAULINO, JAIME",10.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,ALETEA,1.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,ARQUETIPO GRUPO EDITORIAL,88.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,BOOKSHOP EDITORIAL,2.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,IRRUPCIONES GRUPO EDITOR,1.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,LATINBOOKS INTERNATIONAL,86.0
2017,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,TOPITO EDICIONES,2.0
2017,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALACABEZA,1.0
2017,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FLOR NEGRA EDICIONES,1.0
2017,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LA IMPRENTA,1.0
2017,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LATINBOOKS INTERNATIONAL,2.0
2017,URUGUAY,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDICIONES DE LA BANDA ORIENTAL,1.0
2017,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALTER EDICIONES,1.0
2017,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SOLAZUL EDICIONES,1.0
2017,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ZONA EDITORIAL,1.0
2017,URUGUAY,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,ARQUETIPO GRUPO EDITORIAL,5.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,BID & CO. EDITOR,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL EL ESTILETE C. A.,2.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL NUEVA LUZ 21,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,EMBAJADA DE FRANCIA EN VENEZUELA,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO EDITORIAL FUNDARTE,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,MONTE AVILA EDITORES LATINOAMERICANA,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,PROMO ART MD CA,1.0
2017,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,"TAPPERI DE HAJJAR, MILA MARIA JADE CATERINA",1.0
2017,VENEZUELA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORIAL EL ESTILETE C. A.,1.0
2017,VENEZUELA,890 - LITERATURAS DE OTRAS LENGUAS,FONDO EDITORIAL FUNDARTE,6.0
2018,ARGENTINA,810 - LITERATURA AMERICANA EN INGLÉS,"LEVIN, GASTON MATIAS",1.0
2018,ARGENTINA,810 - LITERATURA AMERICANA EN INGLÉS,SIGLO XXI EDITORES,2.0
2018,ARGENTINA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,1.0
2018,ARGENTINA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PATRICIO  HERNAN PODSTUDENSEK,2.0
2018,ARGENTINA,870 - LITERATURAS LATINAS E ITALIANAS,"CAMPANARO, RAUL ALEJANDRO",1.0
2018,ARGENTINA,870 - LITERATURAS LATINAS E ITALIANAS,FUNDACION UNIVERSIDAD DE PALERMO,1.0
2018,ARGENTINA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,"ESQUIVEL, JUAN VENTURA",1.0
2018,ARGENTINA,SIN DATO,CIRCULO DE LEGISLADORES DE LA NACION ARGENTINA,1.0
2018,ARGENTINA,SIN DATO,GRUPO ILHSA S.A.,1.0
2018,BOLIVIA,800 - LITERATURA Y RETÓRICA: GENERAL,"DOTZAUER GUMUCIO, DANIELA SUSANA",1.0
2018,BOLIVIA,800 - LITERATURA Y RETÓRICA: GENERAL,"LIZARRAGA MALDONADO, HELEN REYNA",2.0
2018,BOLIVIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,NUEVO MILENIO,1.0
2018,BOLIVIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL 3600,1.0
2018,BOLIVIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FERNANDO BARRIENTOS,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,AGEAC - ASSOCIACAO GEOFILOSOFICA DE ESTUDOS ANTROPOLOGICOS E CULTURAIS,3.0
2018,BRASIL,080 - COLECCIONES GENERALES,CATAPULTA EDITORES LTDA.,31.0
2018,BRASIL,080 - COLECCIONES GENERALES,DANIEL MONTEIRO SERRAO 01200590295,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,EAGLEMOSS DO BRASIL PUBLICACOES E DISTRIBUICAO LTDA,22.0
2018,BRASIL,080 - COLECCIONES GENERALES,EDITORA EUROPA LTDA,2.0
2018,BRASIL,080 - COLECCIONES GENERALES,EDITORA FUNDAMENTO EDUCACIONAL LTDA,28.0
2018,BRASIL,080 - COLECCIONES GENERALES,EDITORA GRAFAR LTDA. ME,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,EDITORA LAFONTE LTDA,25.0
2018,BRASIL,080 - COLECCIONES GENERALES,EDITORA VALE DAS LETRAS,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,GRUPO PANINI,441.0
2018,BRASIL,080 - COLECCIONES GENERALES,INSTITUTO DOS MISSIONARIOS SACRAMENTINOS DE NOSSA SENHORA,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,INSTITUTO PRESBITERIANO MACKENZIE,4.0
2018,BRASIL,080 - COLECCIONES GENERALES,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,3.0
2018,BRASIL,080 - COLECCIONES GENERALES,JUNTA DE SERVICOS GERAIS DE A.A. DO BRASIL,1.0
2018,BRASIL,080 - COLECCIONES GENERALES,VERGARA E RIBAS EDITORA S.A.,44.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,BRASIL COMICS EDITORA - EIRELI - ME,2.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,"E REALIZACOES EDITORA, LIVRARIA E DISTRIBUIDORA LTDA",3.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA 34 LTDA,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ROCA NOVA LTDA,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA SCHWARCZ,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,EXPRESSAO POPULAR,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFICA E EDITORA COPIART LTDA,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL ALETRIA LTDA,2.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DA CULTURA E DA BARBARIE,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,JOSE RAMON DIAZ BENITEZ 23580411810,2.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,MARCOS AURELIO ZAMITH FERNANDES 35285670829,2.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,MARIANI HANDOFSKY PROJETOS E EDICOES LTDA,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,RENAN MARTINS DOS SANTOS - ME,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,UBU EDITORA LTDA-ME,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1.0
2018,BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ALAUDE EDITORIAL LTDA,4.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ALLBOOK EDITORA LTDA,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,AVEC EDITORA E COMERCIO DE LIVROS LTDA,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,BAMBUAL EDITORA LTDA. ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,BCD UNIAO DE EDITORAS S/A,33.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,BEATRIZ SIQUEIRA BITTENCOURT MARKETING E PROD ARTISTICAS ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CANTAROS EDITORA LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CEDET - CENTRO DE DESENVOLVIMENTO PROFISSIONAL E TECNOLOGICO LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CELSO MACEDO POSSAS JUNIOR,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CIRANDA CULTURAL,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CORES & LETRAS EDITORA LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,CRISTIANE SAAVEDRA MARQUES ESTEVES CESAR 01420637703,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,DARKSIDE ENTRETENIMENTO LTDA. - ME,27.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,DRAGON LOGISTICA E DISTRIBUICAO EIRELI,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDIPRO EDICOES PROFISSIONAIS LTDA,5.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ALEPH LTDA,40.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ALTO ASTRAL,28.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ARQUEIRO LTDA,58.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA CAMPOS LTDA - ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA CARAMBAIA EIRELI - EPP,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA DE CULTURA LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA DOYEN LTDA,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA GENTE - LIVRARIA E EDITORA LTDA,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA GLOBO LIVROS LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ILUMINURAS LTDA,3.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA INTRINSECA,87.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA LAFONTE LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA LAMINA LTDA,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA MORRO BRANCO LTDA,16.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA PAZ E TERRA S/A,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA PEDRA AZUL LTDA - ME,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA RADIO LONDRES LTDA,3.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ROCCO,4.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA SCHWARCZ,26.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA VALENTINA LTDA.,4.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA VERMELHO MARINHO USINA DE LETRAS LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ELIZABETH APARECIDA BEZERRA 31117742873,12.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,EMPREENDIMENTOS JDS LTDA,6.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,FELIPE VALE DA SILVA 32806189837,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,FILIPE NASSAR LAREDO 73541109220,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,GABRIEL RATH KOLYNIAK 33127439822,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,GIFT BOX LTDA - ME,8.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,21.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO PLANETA,24.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,INSTITUTO MOJO DE COMUNICACAO INTERCULTURAL,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ISRAEL JELIN,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,KELLY PATRICIA SOARES-ME,13.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,KOTTER EDITORIAL LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,"KROLL, TUDREY E YACUBIAN LTDA",2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,MARCELO FREDDI LOTUFO,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,MARES TIZZOT EDITORA LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,MARIA JANNARELLI ESTUDIO EDITORIAL LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,METAFORA EDITORA LTDA.,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,NOVO SECULO EDITORA,47.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,NUMA EDITORA E PRODUCOES ARTISTICAS LTDA - ME,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ORNITORRINCO COMERCIO E PRODUCOES EDITORIAIS LTDA ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PANDORGA EDITORA E PRODUTORA LTDA,19.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PASSAPORTE COMERCIO E EDICAO DE LIVROS LTDA,3.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PEDRO ZARUR ALMEIDA ME,18.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PIPOCA E NANQUIM EDITORA LTDA - ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PLANETA DE AGOSTINI,18.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PRI PRIMAVERA EDITORIAL LTDA,3.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PRIME EDITORIAL LTDA,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,READER'S DIGEST DO BRASIL LTDA,7.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SDS EDITORA DE LIVROS EIRELI,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SEBO CLEPSIDRA COMERCIO DE LIVROS LTDA-ME,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SUZANA FIGUEIREDO SALAMA - ME,2.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,TODAVIA EDITORA S.A.,14.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSO DOS LIVROS EDITORA,60.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,VERA LUCIA RAMOS 00742887847,1.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,VERGARA E RIBAS EDITORA S.A.,41.0
2018,BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,WILSON GOMES DE OLIVEIRA JUNIOR 27268463863,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALEXANDRE MAGNOS DE BRITO 70693706368,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,APARECIDA RONDINA CARARETO 54444314834,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BCD UNIAO DE EDITORAS S/A,12.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BECO DO AZOUGUE EDITORA E EVENTOS-ME,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BRASIL COMICS EDITORA - EIRELI - ME,6.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BRINQUE-BOOK EDITORA DE LIVROS LTDA,11.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CANTAROS EDITORA LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CEDET - CENTRO DE DESENVOLVIMENTO PROFISSIONAL E TECNOLOGICO LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CIDADELA EDITORIAL LTDA-ME,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,DARKSIDE ENTRETENIMENTO LTDA. - ME,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"E REALIZACOES EDITORA, LIVRARIA E DISTRIBUIDORA LTDA",1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDIPRO EDICOES PROFISSIONAIS LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA 34 LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ALTO ASTRAL,8.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ARQUEIRO LTDA,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA BELAS-LETRAS LTDA-ME,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA CARAMBAIA EIRELI - EPP,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA DOYEN LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ESTRELA CULTURAL LTDA,2.0
