REGION_BRASIL_LATAM,ANO,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO JOSE PINHEIRO DE MELO 74830813768,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO ANTONIO VIEIRA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,C DE COISAS PRODUCOES CULTURAIS LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CIRANDA CULTURAL,13.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLEUDIVAN JANIO DE ARAUJO 63727978449,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COPIAS SANTA CRUZ LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANIEL REBOUCAS DA CRUZ 01552154505,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DINARA GONCALVES TESSARI,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICOES GALO BRANCO LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BELAS-LETRAS LTDA-ME,2.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA IN HOUSE LTDA-ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LANDMARK LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOVIMENTO LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA TANTATINTA LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,G. BARBOSA FELICISSIMO PEREIRA - ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA 3 DE MAIO LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SM,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INDUSTRIA COMERCIO PRESTACIONAL GRAFICA LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JURUA EDITORA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOPES E LOPES LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCIENE DE CASTRO RETO,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCILIA IZAURA RODRIGUES DOWSLEY  00192106716,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIZA SOUSA ROMAO,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MALE EDITORA E PRODUTORA CULTURAL LTDA - ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIA ANGELICA ROYO,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,METAFORA EDITORA LTDA.,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MILKA LORENA PLAZA CARVAJAL,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOBUYUKI MIYAHAWA 21340346885,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RM PEREZ EDITORA - EPP,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SAULO RIBEIRO AMORIM 07041380777,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SUSANA MEIRELLES LEAL DE ARAUJO,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VIA LITTERARUM EDITORA E PRODUTORA CULTURAL LTDA - ME,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ZL COMUNICACAO LTDA-ME,2.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,870 - LITERATURAS LATINAS E ITALIANAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,2.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA 34 LTDA,2.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,ARTE COMM YOGA - EDITORA TERAPIAS NATURAIS - EIRELI - ME,3.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,ARTE ENSAIO EDITORA LTDA,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MANOLE,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MOVIMENTO LTDA,2.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,4.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,TRAMPOLIM EDITORA E EVENTOS CULTURAIS EIRELLI - EPP,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1.0
BRASIL,2017,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,080 - COLECCIONES GENERALES,EAGLEMOSS DO BRASIL PUBLICACOES E DISTRIBUICAO LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA LAFONTE LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA VALE DAS LETRAS,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LIVRARIA DANUBIO EDITORA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,NAZARETH AGUIAR PESSANHA TUNHOLI,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ATICA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA GLOBO LIVROS LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FILIPE NASSAR LAREDO 73541109220,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,FLAVIO FELICIO BOTTON 11291747869,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",CAREN RINALDI 02711118010,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA NOVA ALEXANDRIA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ADRIANA ZAPPAROLI11930034822,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALAN TADEO CAMERA 27681284818,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALINE DO CARMO ROCHEDO,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ART LETRAS GRAFICA E EDITORA LTDA-ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSIS BENEVENUTO VIDIGAL 055.807.956-37,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS EMANOEL LEAL VASCONCELOS,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CESAR LANDUCCI NETO,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LAGO DE HISTORIAS LTDA-ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NOVA.E LTDA. - ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PATUA,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDYSIA DE NOVAIS SIMAS,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EUGENIO BANUS,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS",1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA KAYGANGUE LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INVERSO - COMUNICACAO E MARKETING LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZABETH SANTANA SILVA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LABIRINTO PRODUCOES LTDA ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LAURIANA GONCALVES DE PAIVA GUTTIERREZ,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEDUR SERVICOS EDITORIAS LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"LF EDITORA, LIVRARIA E DISTRIBUIDORA LTDA - ME",1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,M R DEBS EDITORA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MALE EDITORA E PRODUTORA CULTURAL LTDA - ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCIO RODRIGO DIETER 94256489053,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIA MARIANA CIRILO MEDEIROS 10083232419,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MIRIAM MOREIRA PRESTES,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MORALES PERLINGUEIRO EDITORA E ASSESSORIA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOVO SECULO EDITORA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OFICINA DO LIVRO EDITORA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,P8 EDITORA LTDA. - ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PERES E PINHO EDICAO COMUNICACAO LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,REF PROMOCAO E EVENTOS LTDA-ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RICHMOND PUBLISHING,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RM PEREZ EDITORA - EPP,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RODAPE EVENTOS E COMERCIO DE LIVROS LTDA ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SUZY SUELY PEREIRA SIMON,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TROMBONE EDITORACAO ELETRONICA LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSO DOS LIVROS EDITORA,4.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALQUIRIA AYRES GARCIA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WELLINGTON FERNANDES DE SOUZA 32673729844,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YASMIN ALMEIDA LOBATO MORAIS,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ZL COMUNICACAO LTDA-ME,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,870 - LITERATURAS LATINAS E ITALIANAS,IDEIA EDITORA LTDA,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,870 - LITERATURAS LATINAS E ITALIANAS,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,870 - LITERATURAS LATINAS E ITALIANAS,SERVICO SOCIAL DA INDUSTRIA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA 34 LTDA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,ARTE ENSAIO EDITORA LTDA,4.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA 34 LTDA,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,FUNDACAO DE APOIO A PESQUISA,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO EDITORIAL RECORD,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,SERVICO SOCIAL DA INDUSTRIA,2.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,THIAGO MITTERMAYER 40928872807,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,TODAVIA EDITORA S.A.,1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,VERUS EDITORA LTDA - ME,3.0
BRASIL,2018,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,YOO NA KIM,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,BRASIL COMICS EDITORA - EIRELI - ME,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CASA DOS LIVROS EDITORA LTDA,2.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CONSULTORIA TREINAMENTO SOS REDACAO LTDA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA DO BRASIL,8.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA NUCLEO LTDA,3.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EPIGRAFE EDITORIAL E GRAFICA LTDA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,FLOR DE MARIA DA COSTA FONTELLES 70223599204,2.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACAO TORINO,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PANINI,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,M. A. ISHII - ME,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,MARIA ELIANA GOMES CARDIM DE QUEIROZ GUIMARAES 08399908800,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,MARIA SALLES DE REZENDE,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,PEDRO DANIEL DA SILVA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,R & F EDITORA LTDA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,SDS EDITORA DE LIVROS EIRELI,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,TELOS EDITORA LTDA-EPP,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDADE ESTADUAL DE SANTA CRUZ - BA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDADE FEDERAL DE SANTA CATARINA,2.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,CASA DOS LIVROS EDITORA LTDA,10.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA 34 LTDA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ATELIE EDITORIAL LTDA-ME,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CASA DOS LIVROS EDITORA LTDA,2.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ALTO ASTRAL,2.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,NOVO SECULO EDITORA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,ATELIE EDITORIAL LTDA-ME,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,"LF EDITORA, LIVRARIA E DISTRIBUIDORA LTDA - ME",1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDADE FEDERAL DE SANTA CATARINA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",NOVO SECULO EDITORA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8 DE MARCO GRAFICA E EDITORA LTDA,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMANDA SCOPEL,1.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE JULIEN DE SOUSA MORATO 95348514691,3.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANTONIO ARISTOTELES DE G. BASTOS - ME,3.0
BRASIL,2019,SIN IDENTIFICAR,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,1.0
