PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RHJ LIVROS LTDA,4.0
BRASIL,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0
BRASIL,2013,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,1.0
BRASIL,2013,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,CENTRO DIFUSOR DE CULTURA LTDA,10.0
BRASIL,2013,ESPERANTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEREZINHA BARROS DA SILVA MOUTINHO,1.0
BRASIL,2013,INGLÉS,080 - COLECCIONES GENERALES,CARRION & CARRACEDO LTDA,3.0
BRASIL,2013,INGLÉS,080 - COLECCIONES GENERALES,EAGLEMOSS DO BRASIL PUBLICACOES E DISTRIBUICAO LTDA,1.0
BRASIL,2013,INGLÉS,080 - COLECCIONES GENERALES,EDITORA FUNDAMENTO EDUCACIONAL LTDA,20.0
BRASIL,2013,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,SAIDA DE EMERGENCIA BRASIL EDITORA LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AAATCHIM! EDITORIAL LTDA,13.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALVARO JOSE LORETO FILHO,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE FELIPE GOMES FERNANDES - 39309065893,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUTENTICA EDITORA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,3.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS HENRIQUE DE SOUZA GOMES,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS ROBERTO LOPES DE SOUZA,2.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COMUNICOM COMUNICACAO E MARKETING LTDA - EPP,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,D A PRODUCOES ARTISTICAS LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BAOBA LTDA,4.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CACHOEIRO CULT LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DUBOLSINHO LTDA,24.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ESTRONHO LTDA - ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MODERNA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ENSINAMENTO EDITORA LTDA,8.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,F G M LUZ-ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"GENIAL PRODUTORA CULTURAL, INOVACOES E EDITORA LTDA.-ME",1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA ALVORADA LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO OXIGENIO LTDA-ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GUSTAVO PINHEIRO HOMSI,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZABEL BATISTA MASCARENHAS DE SOUZA ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZIS NEGREIROS DE SOUZA,2.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,J F EDITORA LTDA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JUSSARA SANTANA DE OLIVEIRA MOURA,2.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KBR DIGITAL EDITORA,4.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KOMEDI EDITORA E COMERCIO LTDA-ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LACRUCE EDITORES - COMERCIO E EDICAO DE LIVROS LTDA-ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MILFOLHAS PRODUCAO EDITORIAL LTDA,4.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PAULO ROBERTO PIVATO,2.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RHJ LIVROS LTDA,6.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SCORTECCI EDITORA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SILVINO CESAR SILVEIRA,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIMONE SAUERESSIG,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SURAIA MARTINS DA SILVEIRA TRABULSI,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SURAIA MARTINS DA SILVEIRA TRABULSI ME,1.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,THESAURUS EDITORA DE BRASILIA,2.0
BRASIL,2013,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNI DUNI EDITORA DE LIVROS LTDA,1.0
BRASIL,2013,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,CENTRO DIFUSOR DE CULTURA LTDA,7.0
BRASIL,2013,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,CLAUSIO CAVALCANTE CEDRAZ-ME,1.0
BRASIL,2013,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA RIDEEL,1.0
BRASIL,2013,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,"GENIAL PRODUTORA CULTURAL, INOVACOES E EDITORA LTDA.-ME",1.0
BRASIL,2013,ITALIANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",COSAC & NAIFY EDICOES LTDA,1.0
BRASIL,2013,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,4.0
BRASIL,2013,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BAOBA LTDA,1.0
BRASIL,2013,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,1.0
BRASIL,2013,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RHJ LIVROS LTDA,1.0
BRASIL,2013,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TANIA LUCIA BORGES DE BARROS,1.0
BRASIL,2013,JAPONÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CURADO E ASSOCIADOS COMUNICACAO S/S LTDA,1.0
BRASIL,2013,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
BRASIL,2013,MULTILINGÜE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA LANDMARK LTDA,6.0
BRASIL,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CCS GRAFICA E EDITORA COMERCIO E REPRESENTACAO LTDA-EPP,1.0
BRASIL,2013,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA IMPRECE - IMPRESSORA DO CEARA LTDA - ME,1.0
BRASIL,2013,RUSO,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO OXIGENIO LTDA-ME,1.0
BRASIL,2014,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MILFOLHAS PRODUCAO EDITORIAL LTDA,1.0
BRASIL,2014,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SOCIEDADE MINEIRA DE CULTURA,1.0
BRASIL,2014,COREANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,5.0
BRASIL,2014,ESPAÑOL,080 - COLECCIONES GENERALES,CIRANDA CULTURAL,9.0
BRASIL,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ABACATTE EDITORIAL LTDA - EPP,6.0
BRASIL,2014,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GLOBAL EDITORA,5.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRO CULTURAL TERRA VERDE,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GAZETA SANTA CRUZ LTDA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MIGUILIM LTDA,10.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDYSIA DE NOVAIS SIMAS,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO SOPA LTDA ME,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO ELO,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO ITAU CULTURAL,2.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCELO SPALDING PEREZ,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,METANOIA EDITORA E COMUNICACAO LTDA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NAUEMBLU CIENCIA & ARTE LTDA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OLSEN SERVICOS GRAFICOS ME,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,4.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,THESAURUS EDITORA DE BRASILIA,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0
BRASIL,2014,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALDEMAR DE FRANCA ARAUJO,2.0
BRASIL,2014,ESPAÑOL,870 - LITERATURAS LATINAS E ITALIANAS,ANA PAULA CORDEIRO,1.0
BRASIL,2014,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,CAMARA CATARINENSE DO LIVRO,1.0
BRASIL,2014,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,6.0
BRASIL,2014,ESPERANTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,APED - APOIO E PRODUCAO EDITORA LTDA,1.0
BRASIL,2014,GUARANI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEDUR SERVICOS EDITORIAS LTDA,2.0
BRASIL,2014,INDIGENA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICOES MMM EDITORA E LIVRARIA LTDA - EPP,1.0
BRASIL,2014,INDIGENA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BAOBA LTDA,1.0
BRASIL,2014,INGLÉS,080 - COLECCIONES GENERALES,EDITORA ATOS COMERCIO DE LIVROS LTDA,1.0
BRASIL,2014,INGLÉS,080 - COLECCIONES GENERALES,GRUPO PANINI,1.0
BRASIL,2014,INGLÉS,080 - COLECCIONES GENERALES,INSTITUTO BRASILEIRO DE DEFESA DO CONSUMIDOR,3.0
BRASIL,2014,INGLÉS,080 - COLECCIONES GENERALES,SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA,1.0
BRASIL,2014,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA TECMEDD LTDA,2.0
BRASIL,2014,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA VALENTINA LTDA.,1.0
BRASIL,2014,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,PANDORGA EDITORA E PRODUTORA LTDA,1.0
BRASIL,2014,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,PIONEIRA EDITORIAL LTDA,1.0
BRASIL,2014,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ADRIA MARIA BARROS DE MENDONCA,1.0
BRASIL,2014,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA SCHWARCZ,1.0
BRASIL,2014,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA TECMEDD LTDA,1.0
BRASIL,2014,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MIDIA GRAFICA E EDITORA LTDA,1.0
BRASIL,2014,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,READER'S DIGEST DO BRASIL LTDA,1.0
BRASIL,2014,INGLÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,MEMORIA BRASIL PROJETOS CULTURAIS LTDA,1.0
BRASIL,2014,INGLÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA SCHWARCZ,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO MANTENEDORA ASSISTENCIAL EDUCACIONAL SIDARTA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUTENTICA EDITORA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRE COMERCIO DE LIVROS LTDA,2.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRO DE ENSINO SUPERIOR SANTA FE,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLAITOR ARTUR MAZZOCHI,2.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLOVIS PEREIRA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DRACONIAN COMICS CULTURA E ENTRETENIMENTO LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BUSSOLA LTDA,3.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ESTRONHO LTDA - ME,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GAZETA SANTA CRUZ LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GUTENBERG LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LEGATARIU LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ORIGINAL LTDA-EPP,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO SOPA LTDA ME,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FELISBERTO ODILON CORDOVA FILHO,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FLAVIO LUIZ ROMITI PAIXAO,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GYORGY MIKLOS BOHM,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO ELO,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO ITAU CULTURAL,2.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KBR DIGITAL EDITORA,4.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LERMAIS EDITORA LTDA - ME,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARILIA CECI CUBERO,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAURO SCARAMUZZA FILHO,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PALLAS EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PETULA VENTURA LEMOS PETERSEN - ME,4.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PS AUTOPUBLICACAO E PRESTACAO DE SERVICOS LTDA,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,4.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,REINALDO TOSO JUNIOR,3.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECRETARIA DE ESTADO DA CULTURA DO ES,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SGARABOTTO & DIAS EDICOES LTDA-ME,5.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SUCESSO EDITORA E DISTRIBUIDORA LTDA - ME,1.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,THEREZINHA DIAS DE MELLO,4.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,THESAURUS EDITORA DE BRASILIA,7.0
BRASIL,2014,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALDEMAR DE FRANCA ARAUJO,2.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,ALAUDE EDITORIAL LTDA,1.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,CAMARA CATARINENSE DO LIVRO,1.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA SCHWARCZ,1.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,3.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,OLSEN SERVICOS GRAFICOS ME,1.0
BRASIL,2014,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,1.0
BRASIL,2014,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCIENE DE CASTRO RETO,1.0
BRASIL,2014,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIZ HENRIQUE FILIPPI,1.0
BRASIL,2014,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANTALEAO & CUNHA LTDA,1.0
BRASIL,2014,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,4.0
BRASIL,2014,ITALIANO,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,2.0
BRASIL,2014,ITALIANO,890 - LITERATURAS DE OTRAS LENGUAS,LUCIENE DE CASTRO RETO,1.0
BRASIL,2014,LIBRAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TANIA PEROTTI,1.0
BRASIL,2014,MANDARIM,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,4.0
BRASIL,2014,MULTILINGÜE,840 - LITERATURA DE LAS LENGUAS ROMANCES,BAGACO DESIGN LTDA,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INSULAR LTDA EPP,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FELIPE FABRETTI MINOR,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IVONETTE SANTIAGO DE ALMEIDA,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,4.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RODRIGO GIOVANINI MALAGODI,1.0
BRASIL,2014,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALDEMAR DE FRANCA ARAUJO,2.0
BRASIL,2014,MULTILINGÜE,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,2.0
BRASIL,2014,MULTILINGÜE,890 - LITERATURAS DE OTRAS LENGUAS,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1.0
BRASIL,2014,RUSO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,R.S.V.P. EDITORA EIRELI - EPP,5.0
BRASIL,2014,UCRANIANO,890 - LITERATURAS DE OTRAS LENGUAS,ESTETICA GRAPHICA,1.0
BRASIL,2015,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MANDRAGORA EDITORA LTDA,4.0
BRASIL,2015,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SCORTECCI EDITORA,1.0
BRASIL,2015,ALEMÁN,890 - LITERATURAS DE OTRAS LENGUAS,DANIELA MARTINS SCHULKE,1.0
BRASIL,2015,ESPAÑOL,080 - COLECCIONES GENERALES,CIRANDA CULTURAL,45.0
BRASIL,2015,ESPAÑOL,080 - COLECCIONES GENERALES,INDG TECNOLOGIA E SERVICOS LTDA,2.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A. Y. C. DE M. LEMOS - ME,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AFONSO CELSO BRANDAO DE SA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSIS & FLORAO LTDA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DOS ESCRITORES DOS MUNICIPIOS DA REGIAO DA GRANDE FLORIANOPOLIS,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,4.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BAMBOO EDITORIAL LTDA,2.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRUNO ALVES PIRES,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,D G CARDIN - EDITORA-ME,5.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DESIGN EDITORA LTDA-ME,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DRAGO EDITORIAL,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DUBOLSINHO LTDA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LIVRO NOVO LTDA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MIGUILIM LTDA,5.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PATUA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO SOPA LTDA ME,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,F FRANCO & CIA LTDA,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,1.0
BRASIL,2015,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GLOBAL EDITORA,3.0
